expedition_duration_days,personnel_count,cargo_weight_kg,medical_supply_level,food_supply_level,fuel_supply_level,equipment_availability,temperature,wind_speed,visibility,distance_from_base_km,communication_status,vehicle_status,emergency_history,inventory_shortage_count,personnel_movement_deviation,previous_incidents,weather_risk_score,risk_score_continuous,risk_level
66,25,896.4,25.0,50.9,61.1,15.5,-15.1,23.7,17.03,584.0,53.2,8.2,0,1,6.91,1,23.0,0.4414,MEDIUM
41,10,1936.8,87.6,20.1,52.6,7.3,-1.3,49.1,6.93,410.5,69.5,14.0,0,1,12.03,2,34.5,0.4996,MEDIUM
41,9,1256.2,31.0,10.3,45.5,39.1,-4.7,25.0,8.18,4.3,51.4,35.8,0,2,7.84,0,26.9,0.4285,MEDIUM
23,19,1134.3,20.0,82.2,69.2,5.2,-47.0,52.9,6.86,449.6,35.6,81.3,0,3,28.76,0,69.1,0.5937,HIGH
116,22,1671.6,8.5,47.9,1.7,39.5,2.4,46.3,18.24,738.9,5.1,63.4,0,1,10.29,0,18.4,0.5687,HIGH
22,24,2349.8,51.2,6.2,27.1,13.8,-1.5,78.1,2.7,235.2,78.6,86.8,1,1,10.08,1,50.1,0.4091,LOW
15,13,1229.8,45.1,25.8,77.7,73.1,-35.7,24.0,11.53,708.4,49.7,99.4,1,3,4.65,1,45.0,0.4896,MEDIUM
113,22,1824.4,75.1,80.4,91.0,83.3,-53.8,20.0,3.05,15.2,53.9,20.3,0,0,7.97,1,67.3,0.3796,LOW
69,14,2903.7,46.5,75.2,43.8,68.8,-18.8,47.4,18.58,908.0,46.9,69.5,0,3,18.24,1,32.0,0.4856,MEDIUM
55,29,1637.6,34.4,87.6,8.1,20.0,-28.7,5.1,15.98,950.0,26.5,46.7,0,0,5.85,2,27.7,0.4103,LOW
90,33,2742.9,26.2,60.2,79.9,76.7,-10.0,22.9,4.75,2.5,27.6,49.3,0,2,2.07,1,34.4,0.3637,LOW
49,28,2412.0,27.8,42.3,88.5,25.0,-23.5,35.4,6.03,457.8,6.4,32.6,0,1,9.05,0,46.9,0.4551,MEDIUM
19,4,317.3,92.8,42.7,41.4,75.9,-50.4,48.8,7.69,413.8,70.8,34.3,0,0,10.65,0,69.1,0.472,MEDIUM
89,40,1372.9,16.5,19.4,24.3,56.7,-40.3,26.9,8.17,841.9,27.2,67.6,0,0,7.29,2,53.5,0.5049,MEDIUM
25,4,2140.2,98.8,65.1,4.4,36.7,-2.0,56.1,16.37,540.7,29.9,62.1,0,2,24.71,1,25.6,0.5975,HIGH
69,40,2962.1,32.7,58.5,59.1,8.3,-52.7,87.8,11.33,611.4,99.4,31.9,0,2,39.62,0,79.9,0.4912,MEDIUM
115,5,1456.4,8.8,15.5,91.0,82.8,-10.8,54.4,8.62,202.5,38.6,11.9,0,0,11.98,0,41.1,0.446,MEDIUM
113,23,414.4,24.9,88.6,67.8,94.0,-37.5,28.7,14.42,77.1,51.1,57.8,0,0,7.91,0,44.3,0.3297,LOW
46,7,1751.7,5.8,36.8,31.7,66.6,-27.8,6.2,9.21,692.3,38.6,73.9,0,0,14.85,1,35.9,0.6363,HIGH
95,7,510.7,79.0,5.0,64.3,96.5,-23.1,13.7,2.65,620.7,29.0,55.9,0,2,24.83,0,43.3,0.5726,HIGH
76,29,2291.8,51.3,32.8,83.2,93.4,-40.0,56.1,2.24,832.3,0.6,0.4,0,1,6.23,0,70.9,0.6221,HIGH
60,30,1596.9,33.7,87.0,47.6,19.5,-15.9,68.4,6.59,844.7,85.5,28.2,1,0,17.58,1,52.3,0.6548,HIGH
21,8,2211.8,66.2,91.7,82.0,73.1,-13.4,5.0,12.1,631.0,47.3,77.9,0,1,9.05,0,21.4,0.3216,LOW
48,40,2627.7,63.1,49.0,39.2,34.9,-49.9,18.6,2.78,538.4,72.0,74.3,1,0,21.57,1,64.3,0.504,MEDIUM
80,15,1942.5,94.0,95.6,34.9,48.8,-32.6,31.9,11.05,914.0,95.9,1.0,0,1,4.65,1,46.1,0.4077,LOW
119,15,1895.5,96.1,87.5,58.3,15.7,-10.3,32.0,5.47,801.3,0.3,47.0,0,1,26.9,0,36.9,0.5721,HIGH
5,14,2300.5,68.1,82.5,46.5,97.5,-11.7,95.8,13.94,882.4,67.5,43.7,0,1,12.26,0,49.6,0.2199,LOW
88,21,2551.0,81.8,86.0,97.7,72.6,-22.3,20.4,0.66,995.8,11.9,65.2,0,2,14.81,0,47.5,0.4527,MEDIUM
103,10,2626.8,79.2,38.2,51.6,26.7,-8.3,6.3,9.43,403.5,45.8,12.5,0,1,4.02,0,21.5,0.4064,LOW
115,19,253.8,49.1,75.6,38.5,37.1,-48.5,35.3,1.14,716.9,84.7,62.1,0,1,3.91,1,71.2,0.4324,MEDIUM
54,11,1735.1,70.4,57.7,39.5,42.2,-47.9,13.4,6.68,688.1,7.1,94.7,0,3,13.17,0,56.2,0.4378,MEDIUM
18,5,766.4,7.8,72.0,54.8,74.8,-15.6,12.7,0.41,174.1,99.0,37.2,0,1,15.14,1,40.3,0.3441,LOW
36,17,2602.0,75.8,17.8,35.5,92.6,-13.4,40.7,9.44,636.5,58.1,33.7,0,2,8.46,1,37.2,0.323,LOW
103,28,1997.9,96.2,73.1,72.3,32.1,-6.1,30.6,15.36,428.1,39.5,2.8,0,1,16.26,2,20.9,0.5138,HIGH
106,32,1347.6,8.5,95.8,38.1,47.3,-44.1,9.2,2.09,450.6,2.0,5.7,0,0,3.99,0,57.7,0.5391,HIGH
78,17,686.1,83.6,30.3,38.4,59.3,-24.0,60.4,14.73,180.1,58.7,93.2,1,1,2.89,0,45.2,0.2608,LOW
19,15,1116.2,93.3,98.6,61.7,39.3,-15.4,50.2,11.73,744.7,49.5,97.6,0,1,11.27,0,39.1,0.3719,LOW
19,33,2155.8,22.6,37.8,6.1,50.4,-41.6,7.7,10.14,697.9,21.5,0.6,0,1,3.85,1,45.3,0.6025,HIGH
60,29,732.4,52.5,20.0,65.5,10.6,-24.0,86.3,12.03,532.3,49.0,90.1,0,0,2.12,0,57.6,0.4751,MEDIUM
73,34,416.7,92.8,11.2,50.5,16.8,-16.7,28.5,6.78,156.7,1.3,17.4,0,1,4.98,0,38.6,0.4646,MEDIUM
8,37,2680.9,96.0,78.5,45.3,40.1,-42.1,96.1,14.24,556.9,99.9,56.1,0,1,14.77,1,71.5,0.3798,LOW
84,34,2328.0,12.8,55.5,71.9,91.5,-32.5,93.2,15.62,100.1,33.2,67.8,0,1,12.08,1,61.7,0.4228,LOW
68,38,719.4,34.9,30.7,75.8,34.9,-42.0,43.4,15.59,339.4,48.0,35.9,1,2,25.04,0,51.2,0.5183,HIGH
6,19,983.1,69.8,60.8,84.6,25.0,-0.8,22.9,5.46,372.4,78.5,52.9,1,1,12.68,1,26.8,0.3074,LOW
16,18,2920.4,22.2,33.2,37.5,74.3,-40.8,83.5,13.11,883.4,71.3,62.8,0,1,4.13,0,67.5,0.442,MEDIUM
57,15,2168.3,32.5,44.8,32.7,94.9,-47.7,36.1,3.05,415.6,88.9,19.4,1,0,15.46,0,68.5,0.3505,LOW
88,12,1890.0,2.3,86.3,71.4,45.9,-52.9,16.4,9.96,598.5,94.1,99.4,0,2,6.09,1,56.8,0.4846,MEDIUM
100,31,1026.7,15.4,66.8,58.2,0.9,-52.3,55.2,0.15,874.8,18.9,20.4,1,2,8.33,0,82.2,0.7911,HIGH
55,30,1002.5,56.2,76.2,63.2,68.8,-43.5,48.9,3.95,425.8,39.0,1.0,0,1,6.18,0,68.8,0.3817,LOW
39,33,262.6,65.3,58.3,55.6,41.5,-18.5,85.0,12.67,883.7,68.7,94.4,1,2,3.63,1,52.4,0.4133,LOW
117,10,2226.2,64.9,99.1,77.3,67.4,-53.9,72.9,17.5,136.5,4.5,42.9,0,2,53.45,0,67.8,0.4976,MEDIUM
58,22,273.0,77.8,24.1,19.0,27.8,-37.8,87.6,1.08,364.8,71.7,39.9,0,0,5.33,0,81.8,0.4777,MEDIUM
41,12,163.8,41.5,26.2,55.6,0.2,-51.5,73.5,11.22,94.7,0.5,27.6,1,0,1.83,0,74.2,0.6238,HIGH
56,37,2229.1,27.3,9.3,15.8,34.4,-30.8,64.2,12.77,560.9,91.4,2.6,0,2,16.77,2,53.9,0.5385,HIGH
6,13,2854.3,1.6,55.4,40.7,70.5,-52.1,50.0,18.65,957.3,71.8,26.5,0,0,1.33,1,57.1,0.5083,MEDIUM
40,9,2306.0,20.7,61.3,66.4,39.3,-18.5,98.8,13.14,657.0,56.5,39.3,0,1,9.1,1,56.6,0.591,HIGH
64,25,1494.2,31.2,72.6,49.3,21.9,-13.7,95.9,2.15,626.1,42.9,52.0,0,0,18.55,0,65.8,0.5352,HIGH
111,36,1535.2,17.8,33.5,38.0,46.4,-11.1,84.9,3.02,278.2,98.8,45.8,0,1,3.2,1,59.0,0.3023,LOW
90,37,1393.0,2.0,1.2,88.5,75.2,-41.5,77.5,12.75,931.1,73.7,87.9,0,2,10.3,1,66.4,0.4028,LOW
95,7,1075.2,15.7,63.2,77.3,11.9,-2.9,57.8,4.39,471.5,80.7,91.1,0,1,8.07,0,41.9,0.5056,MEDIUM
68,16,1636.9,66.6,99.9,52.6,69.2,-13.6,26.0,18.57,267.0,82.5,31.7,1,2,5.25,0,20.8,0.341,LOW
17,9,1378.8,63.0,29.5,95.0,66.7,-51.6,87.5,18.42,987.7,2.2,96.0,0,2,25.09,0,70.1,0.6185,HIGH
50,15,1854.8,93.6,18.4,42.4,37.1,-28.6,1.1,18.98,423.1,5.5,86.5,1,2,8.01,0,22.5,0.5347,HIGH
120,23,2709.6,79.8,28.2,78.8,97.0,-8.9,22.7,5.93,371.5,19.8,92.8,0,2,16.53,0,32.0,0.4034,LOW
10,14,2985.8,56.8,42.5,16.8,89.5,-36.3,40.4,14.37,35.0,65.5,70.6,1,2,19.65,0,47.6,0.4422,MEDIUM
106,6,374.4,13.8,25.1,28.6,31.6,-32.1,58.6,13.29,178.3,62.4,19.8,1,0,8.8,0,52.2,0.4661,MEDIUM
84,22,1246.3,56.4,34.7,33.8,3.1,-17.2,56.1,0.81,809.2,32.5,19.5,1,2,4.21,1,56.1,0.6838,HIGH
37,5,665.0,6.2,63.8,10.6,30.8,-51.7,17.6,5.38,482.7,97.3,90.9,0,2,19.97,0,62.0,0.4259,LOW
95,12,1153.5,43.1,34.5,50.2,20.5,3.0,10.5,4.21,954.9,9.3,50.7,0,1,9.12,1,23.4,0.4702,MEDIUM
102,4,969.3,39.0,39.6,19.2,54.7,-44.5,22.2,7.48,83.9,77.7,89.0,1,5,9.89,0,55.8,0.3404,LOW
10,7,647.4,42.8,4.0,63.4,91.9,-53.4,34.9,19.07,615.9,48.1,72.1,0,1,7.61,0,52.2,0.423,LOW
17,20,2327.6,28.0,91.8,19.0,87.0,-54.7,1.4,16.93,720.0,41.9,21.3,0,1,19.48,0,44.1,0.5543,HIGH
82,35,1564.4,68.6,40.7,12.4,30.6,-31.0,69.2,5.94,621.2,2.6,38.5,0,3,3.76,1,64.3,0.5878,HIGH
120,32,2769.8,84.1,32.8,96.9,42.9,-1.9,24.8,10.65,529.9,72.8,96.8,1,2,9.99,0,21.7,0.3056,LOW
7,7,242.9,76.9,8.6,65.8,3.7,-5.8,35.1,3.93,578.3,77.2,2.0,0,0,4.31,0,36.6,0.4755,MEDIUM
82,5,340.9,62.8,63.4,93.6,54.4,-0.3,33.5,5.62,689.5,31.9,71.5,0,0,7.59,0,29.9,0.3265,LOW
20,16,1299.3,53.8,86.4,49.0,6.3,-23.0,51.2,1.39,863.3,51.7,97.9,1,2,21.32,1,57.9,0.6712,HIGH
80,28,378.8,3.1,4.1,3.3,93.9,-28.1,86.0,12.89,336.3,60.6,10.4,0,0,21.14,0,59.4,0.5251,HIGH
77,31,898.8,72.3,14.5,57.4,86.7,-31.8,14.9,13.17,459.7,36.8,27.2,0,0,8.54,0,36.9,0.3376,LOW
15,34,2960.2,54.5,14.6,55.8,21.4,-52.2,34.1,16.79,635.9,61.6,54.7,0,2,12.67,1,53.9,0.5087,MEDIUM
83,16,745.5,27.1,60.2,1.5,69.9,-0.4,69.2,17.44,314.2,43.4,84.4,0,0,12.49,1,27.7,0.3558,LOW
109,10,714.6,32.8,92.1,86.1,56.8,-25.2,4.4,3.29,178.8,87.8,50.7,0,0,4.32,1,40.8,0.2401,LOW
105,4,1784.9,93.6,43.8,62.0,80.1,-27.7,83.0,14.89,966.2,71.9,6.0,0,3,15.04,1,55.6,0.4729,MEDIUM
8,9,1569.3,62.4,34.4,74.5,47.6,-24.1,96.2,2.78,194.7,11.0,12.7,0,1,4.74,0,72.7,0.5621,HIGH
33,6,1804.2,47.6,76.6,49.4,19.2,-7.4,60.8,7.54,232.7,80.0,37.6,1,1,7.24,2,42.2,0.4248,LOW
32,35,1223.7,62.1,74.3,61.8,64.0,-41.5,95.7,10.36,618.7,33.8,32.3,1,2,1.92,0,75.7,0.4802,MEDIUM
57,13,2506.3,41.4,24.7,25.7,8.0,-12.4,41.3,1.08,77.4,93.6,22.0,1,1,16.88,0,47.1,0.3236,LOW
21,34,545.0,47.0,16.1,97.4,58.5,-12.4,41.5,3.22,34.0,60.3,84.0,0,1,19.55,0,44.5,0.3446,LOW
104,24,1370.9,29.0,35.8,40.1,21.3,-4.0,10.6,5.5,64.0,2.8,2.7,0,1,13.01,1,24.7,0.5219,HIGH
95,23,2115.8,44.0,77.6,16.2,68.5,-54.5,3.5,2.64,123.3,73.4,82.9,0,2,10.35,0,62.6,0.3052,LOW
98,20,2624.5,68.6,69.5,5.6,82.8,-44.8,24.5,18.69,429.2,13.1,92.2,0,1,6.93,0,42.8,0.5242,HIGH
27,34,1203.3,4.0,66.6,63.6,11.0,-26.7,47.8,5.84,829.3,87.7,63.0,0,0,17.19,1,53.8,0.4809,MEDIUM
6,5,1768.1,79.5,82.9,98.3,40.0,-4.0,50.8,10.07,342.0,94.8,62.5,0,1,29.14,0,33.1,0.3105,LOW
110,7,347.0,28.3,27.7,89.6,73.4,2.9,21.8,19.93,427.5,69.5,14.9,0,3,5.33,0,7.7,0.2959,LOW
38,19,635.4,68.3,34.0,70.2,16.4,-19.3,61.3,11.38,600.3,53.3,56.8,0,1,8.7,0,46.3,0.3864,LOW
81,18,347.0,64.3,4.2,99.1,56.7,-42.3,18.1,8.29,302.1,60.2,37.5,0,0,4.09,0,51.7,0.4482,MEDIUM
110,24,2224.5,65.3,86.9,72.3,67.2,-43.9,32.6,18.6,432.5,42.9,22.9,0,0,10.39,1,45.1,0.3451,LOW
9,31,971.0,60.8,58.2,33.9,35.5,-16.6,19.6,4.53,386.3,8.4,58.3,0,1,7.53,0,38.3,0.4143,LOW
5,25,2212.7,95.9,29.8,60.1,83.2,-42.4,69.7,3.67,341.9,92.9,0.1,0,0,9.2,0,75.6,0.2485,LOW
5,13,339.2,50.8,6.9,8.0,51.1,-21.8,51.7,10.75,388.4,32.9,27.6,0,1,17.34,0,45.5,0.5851,HIGH
23,16,2608.3,73.2,72.3,22.2,62.7,-4.9,73.6,8.6,11.1,31.3,65.6,1,0,20.8,1,43.6,0.4774,MEDIUM
10,31,2531.3,70.5,74.9,41.8,14.1,-31.6,5.7,15.96,886.3,19.1,45.5,1,2,3.53,1,30.0,0.6248,HIGH
100,11,403.4,23.6,66.6,20.2,2.3,-32.3,42.5,0.94,977.3,99.2,14.6,1,1,12.4,0,62.2,0.61,HIGH
75,22,217.7,28.3,20.4,95.4,5.1,-52.8,96.7,12.39,862.5,94.3,0.1,0,0,25.14,0,81.8,0.6519,HIGH
118,23,310.4,42.4,91.3,99.6,90.4,-39.8,5.4,14.24,5.7,34.9,27.0,0,2,14.4,0,38.0,0.3255,LOW
97,31,2582.8,27.8,75.3,37.1,88.3,-13.1,41.8,19.44,750.9,26.0,54.9,0,3,4.41,0,24.9,0.3321,LOW
116,30,818.9,36.7,65.8,70.9,80.8,-33.4,4.0,3.0,573.1,80.5,53.5,0,2,20.18,0,46.9,0.4306,MEDIUM
32,21,1712.6,39.1,65.1,40.8,20.0,-45.5,14.7,5.0,94.2,42.3,13.1,0,2,15.11,1,57.0,0.4995,MEDIUM
38,15,1364.8,60.4,90.4,14.0,52.5,-48.7,46.3,18.66,932.9,96.8,61.4,1,3,14.09,0,53.3,0.4827,MEDIUM
103,17,2417.2,22.0,92.8,33.7,79.6,-49.3,15.8,12.65,776.2,90.1,99.9,0,1,8.5,0,50.6,0.4053,LOW
33,19,1543.4,80.4,59.6,23.3,67.5,-15.5,51.9,0.86,145.3,75.9,58.5,0,1,13.48,0,53.4,0.3863,LOW
11,12,1576.9,43.8,41.7,32.8,11.6,-18.2,92.3,1.64,964.0,9.0,52.8,1,2,51.41,0,68.5,0.7877,HIGH
82,27,2968.9,70.6,36.4,21.5,89.6,-23.9,20.0,15.73,126.2,70.2,62.3,0,2,1.58,1,29.7,0.2355,LOW
97,11,577.9,8.1,81.9,11.2,16.1,-25.0,10.7,11.39,454.7,98.7,88.0,1,0,7.17,1,32.7,0.4797,MEDIUM
117,28,2517.5,47.0,64.5,21.7,17.2,-45.8,82.5,11.35,159.0,37.3,94.6,0,2,7.75,0,73.0,0.4947,MEDIUM
112,31,297.5,2.8,7.7,90.6,90.1,-25.0,46.0,17.61,150.2,88.2,4.1,0,0,0.62,1,37.3,0.3901,LOW
18,39,1511.3,67.6,14.2,8.5,48.5,-51.4,88.3,4.9,967.8,40.8,20.5,1,0,36.54,1,87.2,0.8004,HIGH
94,8,2676.1,34.4,90.0,32.5,37.3,0.6,30.6,3.29,572.1,97.1,11.6,1,1,4.09,0,31.6,0.4426,MEDIUM
103,32,2045.9,94.9,88.4,52.8,55.4,-51.5,62.8,12.31,259.2,65.4,77.2,1,1,3.86,0,69.0,0.4039,LOW
85,7,2102.9,32.4,95.2,35.5,98.1,-29.6,92.3,17.66,776.4,9.7,4.6,0,3,2.44,1,56.8,0.5639,HIGH
100,16,900.5,56.4,42.8,51.8,12.0,-55.0,17.2,5.38,875.2,47.9,90.3,0,2,7.11,0,64.3,0.574,HIGH
102,10,1342.9,25.7,78.4,4.3,75.7,-7.8,80.1,13.66,917.6,5.0,2.1,0,0,14.04,0,41.6,0.6058,HIGH
56,10,1194.8,62.0,82.8,64.9,33.4,-45.0,63.2,3.13,933.0,39.5,60.3,0,0,9.8,0,75.9,0.516,HIGH
9,10,1636.1,46.7,31.6,56.3,11.7,0.5,81.3,3.52,905.6,91.5,27.6,0,2,4.65,1,49.1,0.5121,HIGH
57,5,1467.3,37.1,14.5,68.1,42.2,-52.4,17.1,18.04,638.9,23.2,47.1,0,4,13.5,3,46.5,0.5576,HIGH
28,34,1081.7,20.4,99.7,56.7,54.9,-5.8,43.4,2.45,342.5,95.1,44.2,0,0,9.89,0,41.3,0.4322,MEDIUM
18,6,1020.6,11.2,3.0,43.8,20.6,-15.6,12.9,0.58,925.6,10.0,74.9,0,1,23.19,2,40.1,0.5356,HIGH
19,18,864.9,12.0,59.7,35.0,40.5,-40.0,96.0,15.52,122.5,66.5,49.7,0,1,5.89,1,68.3,0.4534,MEDIUM
85,29,1190.4,99.9,65.0,22.6,63.6,-42.9,6.3,7.31,168.8,96.6,42.1,0,0,5.44,3,49.3,0.3288,LOW
63,40,577.3,41.2,68.2,50.0,57.6,-33.5,6.5,7.99,433.8,65.4,73.0,0,3,17.93,0,41.7,0.3542,LOW
67,35,2635.5,0.2,25.6,2.6,72.3,-5.3,89.8,16.02,283.7,89.9,92.6,0,1,3.95,1,40.3,0.3542,LOW
91,9,1866.0,95.3,72.2,32.8,83.6,-3.3,30.1,3.68,615.7,99.1,79.4,0,1,2.36,1,33.3,0.2162,LOW
68,40,531.3,2.0,21.6,67.8,40.9,-44.5,59.7,13.04,905.3,64.2,73.7,0,1,9.66,1,62.0,0.6616,HIGH
78,28,2127.5,41.9,82.9,10.9,42.3,-33.8,28.7,6.34,491.0,78.2,48.8,0,1,14.37,2,51.7,0.3903,LOW
14,10,2565.8,71.7,21.9,6.3,49.7,-40.8,64.9,2.17,553.9,3.2,90.0,0,1,2.18,1,74.7,0.515,HIGH
103,20,827.0,91.5,69.7,65.2,56.6,-47.6,19.2,13.78,423.1,42.7,48.6,0,2,19.3,0,49.1,0.3499,LOW
57,37,579.2,71.3,78.3,39.8,10.8,-16.2,45.9,6.44,707.6,28.8,93.0,0,0,1.95,0,44.8,0.4669,MEDIUM
23,18,174.6,46.4,18.9,80.2,31.3,-34.2,53.3,17.35,100.7,82.4,80.3,0,2,6.16,1,46.8,0.4357,MEDIUM
99,10,284.7,97.4,23.8,93.7,17.2,-41.5,33.4,18.39,48.6,67.8,15.0,0,1,9.86,0,43.9,0.4451,MEDIUM
90,36,2322.4,3.9,77.9,95.7,38.6,-3.0,25.2,17.0,641.3,61.4,4.7,0,1,24.71,4,14.8,0.6133,HIGH
11,39,2963.5,98.7,8.6,42.6,97.3,-10.1,14.0,6.51,534.9,93.2,74.1,0,3,25.73,2,29.1,0.3393,LOW
27,40,277.9,84.9,19.1,26.4,58.3,-8.6,70.6,4.81,407.4,8.9,68.6,0,0,11.31,0,50.0,0.5239,HIGH
6,39,2282.0,92.9,45.6,60.9,42.9,-52.6,16.8,17.87,334.0,95.4,60.2,0,1,7.04,0,46.8,0.3002,LOW
36,36,354.8,25.5,93.0,62.8,56.6,-0.1,29.2,9.11,51.8,10.1,97.6,1,2,7.4,0,23.9,0.443,MEDIUM
16,20,1837.6,14.2,56.2,62.2,66.9,-20.5,33.7,14.18,680.6,34.7,54.5,0,1,34.2,1,34.0,0.5914,HIGH
87,11,2304.8,66.3,38.8,32.2,43.5,-24.8,45.4,16.56,421.5,63.0,34.8,0,1,21.93,2,38.2,0.3515,LOW
65,26,1173.7,51.6,97.8,6.4,44.8,-54.4,70.3,5.63,445.3,34.1,56.5,1,0,13.08,0,82.1,0.7271,HIGH
118,12,181.2,52.3,46.4,21.0,70.1,-1.1,42.8,2.47,893.4,68.3,2.8,0,1,11.58,1,37.7,0.4504,MEDIUM
91,21,1846.3,92.5,43.4,15.4,6.1,-22.4,87.1,12.53,737.5,77.5,57.9,1,4,10.8,2,56.1,0.5005,MEDIUM
75,28,2975.0,62.0,41.2,12.4,54.0,-5.5,68.0,11.84,219.4,82.9,90.2,0,0,1.49,1,38.0,0.2805,LOW
64,39,884.2,31.1,31.2,92.6,54.7,-15.7,83.8,5.48,657.2,17.9,0.4,0,2,0.33,1,58.9,0.5412,HIGH
11,14,690.1,40.0,32.6,1.4,75.7,-7.2,71.6,11.74,132.3,18.2,84.5,1,1,8.29,1,40.6,0.4471,MEDIUM
13,13,503.2,13.3,68.8,60.2,98.3,-13.4,14.9,15.83,194.1,5.2,80.2,1,5,3.51,0,20.2,0.3212,LOW
76,31,1732.5,19.2,4.1,94.7,79.6,0.3,97.8,7.07,714.1,49.1,10.6,0,1,11.68,1,50.4,0.5134,HIGH
5,4,1849.9,14.3,68.2,36.0,50.4,-41.5,78.7,4.92,125.9,13.8,84.7,0,4,11.04,1,76.6,0.511,HIGH
9,24,2408.0,81.0,20.1,52.7,16.9,-42.9,57.3,14.53,280.2,31.9,76.4,0,1,2.3,0,58.1,0.5143,HIGH
30,31,2296.3,70.5,38.4,69.6,58.8,-12.2,16.5,15.74,898.1,84.0,49.1,0,1,11.86,1,20.0,0.2992,LOW
107,24,2693.7,53.0,14.7,31.7,83.4,-24.9,17.3,19.09,738.3,94.9,24.5,1,1,12.36,1,25.3,0.5518,HIGH
58,18,2446.5,37.4,55.3,47.8,93.2,-19.1,61.4,3.04,929.5,82.2,28.8,0,0,12.11,2,56.6,0.4552,MEDIUM
87,34,854.7,66.8,72.9,81.7,82.5,-12.5,41.6,17.8,881.8,0.1,61.2,1,0,5.95,1,26.4,0.4667,MEDIUM
52,17,1734.3,81.3,35.5,74.5,18.9,-22.2,67.6,15.33,312.6,56.8,24.6,0,1,13.88,1,45.6,0.4957,MEDIUM
25,30,997.6,88.1,16.3,80.8,71.3,-7.7,37.2,14.07,632.4,16.7,32.5,0,0,14.54,1,26.0,0.3677,LOW
48,21,1089.9,54.7,22.7,98.7,88.0,-35.9,51.3,6.33,378.7,37.6,93.1,0,0,13.79,1,61.2,0.4024,LOW
15,4,2806.0,82.0,81.8,37.0,68.1,-3.5,18.8,0.54,697.1,42.8,72.9,0,0,7.97,0,33.5,0.4894,MEDIUM
94,23,2093.4,51.1,26.8,74.7,68.6,-48.5,15.5,10.2,348.5,94.3,73.6,0,0,26.98,1,52.9,0.3643,LOW
26,5,2927.6,47.5,77.5,60.3,50.0,-17.0,7.6,5.79,1.3,63.4,95.6,0,2,23.29,0,32.8,0.3227,LOW
48,38,1338.2,86.5,33.1,66.7,63.7,-1.6,82.0,5.87,93.9,26.8,0.6,1,1,10.37,1,47.5,0.4693,MEDIUM
118,26,1681.7,38.6,18.9,74.0,29.4,-39.8,55.5,18.55,771.0,64.3,24.4,1,2,5.5,2,50.2,0.6544,HIGH
73,17,1538.3,39.6,72.7,75.0,8.9,-35.4,94.7,3.14,84.0,95.2,65.8,1,0,4.96,0,80.0,0.4221,LOW
58,21,455.8,30.5,46.9,88.6,82.8,-36.7,74.9,18.69,599.4,5.9,43.8,0,1,14.76,1,54.5,0.4423,MEDIUM
67,26,824.6,51.9,3.1,34.9,94.3,-21.1,76.9,10.13,857.8,81.6,11.3,0,0,3.03,0,54.6,0.5803,HIGH
95,13,1653.8,54.5,96.0,65.3,85.7,-30.2,50.9,16.78,741.1,21.7,78.1,0,2,15.52,0,43.8,0.3456,LOW
34,14,342.0,66.0,14.8,28.0,33.4,-48.5,81.5,5.74,413.4,15.3,4.7,0,1,2.61,0,81.6,0.5827,HIGH
78,19,2804.7,43.1,35.3,59.5,9.4,-1.5,94.2,12.72,208.6,89.9,54.4,0,1,9.11,0,43.2,0.3135,LOW
106,13,503.0,21.8,38.5,75.1,28.0,-42.7,72.2,11.18,922.5,0.2,56.2,1,2,14.69,0,67.3,0.649,HIGH
71,32,714.2,86.7,48.9,79.1,84.3,-23.0,10.6,18.49,566.4,74.1,63.6,0,3,5.15,1,22.3,0.2374,LOW
56,7,2331.2,34.6,78.5,42.0,65.6,-19.3,65.1,3.67,405.4,8.7,31.6,1,1,19.05,0,57.2,0.5321,HIGH
21,34,426.3,92.3,0.6,50.9,96.7,-52.6,12.0,4.17,942.1,61.8,2.4,0,1,7.24,1,62.2,0.5751,HIGH
33,16,2715.8,20.7,93.2,33.4,34.3,-49.3,7.7,18.98,215.0,62.1,88.9,0,2,9.78,2,39.8,0.3001,LOW
114,24,2218.2,56.0,64.6,16.9,55.1,3.3,69.3,2.05,442.3,86.3,92.9,0,0,1.18,0,46.7,0.4099,LOW
67,9,345.6,53.7,95.1,26.1,79.0,-15.1,83.5,12.73,108.6,82.3,48.2,1,3,2.54,0,49.3,0.4404,MEDIUM
39,18,2121.8,82.9,81.7,91.2,23.4,-53.0,15.9,1.31,124.9,68.5,2.1,0,0,1.3,0,67.5,0.3815,LOW
53,31,1950.1,13.9,92.8,30.9,96.4,-7.3,7.4,1.63,398.6,38.1,58.1,1,1,16.65,0,30.9,0.4557,MEDIUM
72,14,2308.4,91.0,60.1,97.5,59.2,-24.5,88.7,11.98,699.7,16.6,31.6,0,0,6.96,0,58.9,0.4817,MEDIUM
67,8,2510.4,53.1,35.7,24.1,0.8,-50.5,13.2,11.07,338.9,63.6,18.2,1,2,20.37,0,52.5,0.6504,HIGH
86,23,2197.3,58.6,44.3,72.3,2.5,-14.2,3.5,11.5,689.6,49.7,16.9,0,1,0.75,1,22.2,0.3294,LOW
34,10,1820.6,51.0,65.8,57.4,88.2,-25.0,72.1,9.53,805.2,7.8,17.9,0,1,13.43,0,56.5,0.5437,HIGH
